 ID,STORE_ID,STOTE_TYPE,LOCATION_TYPE,HOLIDAY,DISCOUNT,DISCOUNT2,ORDER1,SALES
T1007455,84,S1,L1,R3,0,No,66,38424
T1007456,122,S1,L1,R2,0,No,52,35331
T1007457,311,S4,L2,R2,0,No,113,62199
T1007458,35,S1,L1,R2,0,No,68,39975
T1007459,139,S4,L2,R2,0,No,113,67275
T1007460,166,S1,L1,R2,0,No,47,28743
T1007461,306,S1,L3,R2,0,No,48,28245
T1007462,302,S1,L4,R2,0,No,59,30297
T1007463,33,S4,L2,R4,0,No,89,59184
T1007464,318,S1,L3,R2,0,No,66,37653
T1007465,38,S1,L3,R2,0,No,57,37548
T1007466,102,S4,L2,R1,0,No,99,59769
T1007467,121,S1,L1,R4,0,No,59,42240
T1007468,113,S2,L3,R3,0,No,41,28749
T1007469,2,S3,L1,R3,0,No,78,46539
T1007470,140,S4,L1,R1,0,No,75,41400
T1007471,346,S4,L1,R1,0,No,109,58590
T1007472,94,S4,L2,R2,0,No,86,54183
T1007473,101,S1,L4,R3,0,No,48,27510
T1007474,4,S1,L1,R2,0,No,68,37026
T1007475,329,S4,L2,R3,0,No,84,53988
T1007476,303,S4,L2,R1,0,No,125,62895
T1007477,123,S4,L2,R3,0,No,80,53337
T1007478,159,S2,L1,R3,0,No,45,32397
T1007479,85,S4,L2,R1,0,No,103,56523
T1007480,111,S1,L1,R2,0,No,59,37146
T1007481,358,S3,L1,R1,0,No,71,41733
T1007482,347,S1,L1,R1,0,No,61,37746
T1007483,312,S4,L2,R1,0,No,177,90744
T1007484,5,S1,L1,R3,0,No,66,39879
T1007485,135,S1,L1,R4,0,No,55,38118
T1007486,332,S2,L5,R1,0,No,37,21420
T1007487,305,S4,L1,R1,0,No,95,50190
T1007488,160,S4,L2,R1,0,No,156,79473
T1007489,177,S2,L1,R4,0,No,56,40893
T1007490,40,S1,L1,R4,0,No,60,42432
T1007491,352,S4,L1,R1,0,No,77,41847
T1007492,340,S4,L2,R3,0,No,74,47667
T1007493,104,S1,L1,R2,0,No,61,36996
T1007494,136,S2,L5,R4,0,No,33,22512
T1007495,331,S1,L1,R4,0,No,49,30597
T1007496,88,S2,L5,R2,0,No,43,25830
T1007497,112,S1,L1,R3,0,No,48,28761
T1007498,182,S3,L1,R1,0,No,49,27900
T1007499,30,S1,L2,R2,0,No,70,45060
T1007500,91,S3,L1,R1,0,No,66,38031
T1007501,137,S4,L1,R1,0,No,79,43314
T1007502,169,S1,L2,R4,0,No,65,44115
T1007503,17,S1,L1,R2,0,No,69,36279
T1007504,330,S4,L2,R1,0,No,85,46839
T1007505,79,S2,L5,R4,0,No,36,23667
T1007506,18,S4,L1,R1,0,No,104,54516
T1007507,183,S1,L3,R1,0,No,69,37518
T1007508,176,S4,L2,R3,0,No,97,62553
T1007509,213,S1,L1,R2,0,No,68,41166
T1007510,8,S4,L2,R2,0,No,98,57126
T1007511,297,S2,L3,R4,0,No,45,29130
T1007512,219,S4,L2,R1,0,No,144,70023
T1007513,192,S1,L1,R3,0,No,65,43326
T1007514,295,S1,L1,R1,0,No,55,36369
T1007515,239,S3,L1,R3,0,No,83,49389
T1007516,204,S4,L1,R3,0,No,80,43317
T1007517,290,S1,L1,R3,0,No,63,40341
T1007518,233,S1,L3,R3,0,No,62,38337
T1007519,262,S1,L1,R1,0,No,51,34923
T1007520,255,S3,L2,R4,0,No,80,53388
T1007521,46,S2,L1,R2,0,No,38,27093
T1007522,248,S1,L1,R2,0,No,44,28461
T1007523,229,S1,L1,R2,0,No,62,34173
T1007524,258,S2,L4,R4,0,No,40,27588
T1007525,203,S2,L4,R2,0,No,44,25656
T1007526,9,S1,L1,R1,0,No,45,27540
T1007527,61,S1,L1,R3,0,No,70,39693
T1007528,359,S2,L3,R2,0,No,44,30072
T1007529,44,S1,L3,R2,0,No,62,31671
T1007530,202,S4,L2,R2,0,No,83,51165
T1007531,291,S1,L3,R1,0,No,58,29757
T1007532,238,S1,L1,R2,0,No,49,30537
T1007533,63,S1,L1,R2,0,No,81,49074
T1007534,220,S2,L4,R3,0,No,51,33816
T1007535,48,S1,L1,R2,0,No,60,39621
T1007536,271,S1,L3,R2,0,No,62,34854
T1007537,59,S1,L3,R1,0,No,43,23472
T1007538,50,S3,L2,R4,0,No,70,45609
T1007539,207,S1,L1,R3,0,No,60,40701
T1007540,217,S4,L1,R1,0,No,74,40557
T1007541,257,S1,L3,R1,0,No,51,27765
T1007542,288,S3,L2,R3,0,No,84,52944
T1007543,64,S3,L1,R2,0,No,71,41241
T1007544,25,S1,L3,R1,0,No,67,40401
T1007545,57,S4,L1,R1,0,No,85,42729
T1007546,14,S3,L2,R4,0,No,75,56439
T1007547,10,S4,L2,R3,0,No,87,58017
T1007548,191,S3,L1,R1,0,No,75,38940
T1007549,205,S1,L1,R2,0,No,57,34980
T1007550,281,S1,L4,R1,0,No,74,38559
T1007551,246,S3,L1,R3,0,No,90,53397
T1007552,240,S3,L2,R3,0,No,81,52641
T1007553,230,S2,L4,R4,0,No,38,25482
T1007554,274,S4,L2,R4,0,No,79,48081
T1007555,263,S1,L5,R1,0,No,57,28812
T1007556,206,S1,L1,R1,0,No,51,31548
T1007557,247,S1,L1,R3,0,No,66,42177
T1007558,289,S2,L5,R2,0,No,34,19248
T1007559,13,S3,L3,R1,0,No,65,34413
T1007560,51,S1,L1,R2,0,No,56,34722
T1007561,280,S4,L2,R2,0,No,121,62940
T1007562,218,S1,L3,R2,0,No,59,35274
T1007563,245,S4,L1,R2,0,No,86,50460
T1007564,193,S2,L3,R4,0,No,38,26064
T1007565,261,S4,L2,R1,0,No,66,37617
T1007566,293,S2,L4,R2,0,No,37,22842
T1007567,236,S1,L1,R3,0,No,60,36900
T1007568,269,S1,L4,R1,0,No,59,32781
T1007569,227,S4,L2,R1,0,No,77,47451
T1007570,15,S4,L2,R1,0,No,124,66696
T1007571,55,S1,L1,R2,0,No,66,39240
T1007572,224,S1,L2,R2,0,No,60,39396
T1007573,197,S2,L5,R1,0,No,47,25569
T1007574,70,S1,L1,R3,0,No,53,32010
T1007575,62,S2,L5,R1,0,No,36,22128
T1007576,361,S1,L3,R1,0,No,53,32181
T1007577,198,S4,L2,R3,0,No,101,61479
T1007578,277,S1,L3,R1,0,No,57,30870
T1007579,194,S1,L1,R2,0,No,72,42669
T1007580,196,S1,L1,R3,0,No,54,39183
T1007581,294,S4,L2,R2,0,No,120,66285
T1007582,49,S4,L1,R2,0,No,112,57273
T1007583,253,S4,L2,R1,0,No,98,53802
T1007584,225,S1,L1,R1,0,No,46,28446
T1007585,259,S4,L1,R1,0,No,79,39462
T1007586,235,S1,L1,R3,0,No,42,28605
T1007587,270,S1,L1,R2,0,No,52,32394
T1007588,226,S2,L5,R4,0,No,38,23232
T1007589,276,S1,L1,R2,0,No,58,36021
T1007590,252,S3,L2,R1,0,No,74,47088
T1007591,26,S1,L1,R3,0,No,71,45159
T1007592,296,S1,L1,R1,0,No,64,38304
T1007593,260,S1,L1,R4,0,No,61,38118
T1007594,249,S1,L3,R2,0,No,67,36144
T1007595,221,S1,L1,R2,0,No,70,41289
T1007596,201,S4,L1,R1,0,No,105,51477
T1007597,279,S2,L3,R2,0,No,50,32010
T1007598,56,S2,L5,R3,0,No,44,25524
T1007599,360,S2,L1,R1,0,No,43,29976
T1007600,69,S1,L1,R4,0,No,64,42069
T1007601,254,S4,L1,R1,0,No,80,46860
T1007602,250,S2,L3,R4,0,No,36,24453
T1007603,71,S2,L5,R1,0,No,32,19347
T1007604,222,S4,L2,R2,0,No,107,56937
T1007605,251,S2,L3,R1,0,No,35,23391
T1007606,228,S1,L1,R1,0,No,41,25038
T1007607,237,S2,L3,R3,0,No,39,28941
T1007608,268,S1,L2,R1,0,No,62,41310
T1007609,200,S2,L1,R2,0,No,31,23319
T1007610,7,S3,L1,R3,0,No,82,49119
T1007611,234,S2,L4,R2,0,No,33,22206
T1007612,199,S1,L1,R4,0,No,53,35817
T1007613,292,S1,L1,R1,0,No,51,33150
T1007614,53,S3,L1,R2,0,No,74,41469
T1007615,278,S4,L1,R4,0,No,102,57219
T1007616,45,S3,L1,R1,0,No,72,40593
T1007617,223,S2,L5,R2,0,No,35,20100
T1007618,275,S4,L1,R1,0,No,80,40053
T1007619,267,S4,L2,R1,0,No,65,39537
T1007620,68,S1,L2,R4,0,No,67,45144
T1007621,195,S4,L1,R1,0,No,108,53988
T1007622,58,S1,L1,R1,0,No,55,35289
T1007623,188,S3,L2,R1,0,No,83,64476
T1007624,215,S3,L2,R1,0,No,68,46197
T1007625,272,S2,L4,R2,0,No,49,29742
T1007626,66,S3,L3,R3,0,No,80,41322
T1007627,11,S4,L2,R1,0,No,108,61506
T1007628,209,S1,L1,R1,0,No,45,28824
T1007629,299,S1,L1,R3,0,No,51,36600
T1007630,216,S2,L5,R1,0,No,35,19008
T1007631,362,S1,L3,R3,0,No,62,34821
T1007632,282,S1,L2,R2,0,No,65,49605
T1007633,244,S2,L5,R4,0,No,46,26361
T1007634,52,S1,L1,R3,0,No,63,37539
T1007635,12,S1,L3,R2,0,No,54,30591
T1007636,212,S4,L2,R3,0,No,108,62127
T1007637,265,S2,L4,R2,0,No,49,30399
T1007638,189,S2,L3,R3,0,No,38,27507
T1007639,243,S4,L2,R2,0,No,96,64578
T1007640,211,S4,L2,R1,0,No,102,52971
T1007641,264,S3,L1,R3,0,No,70,44496
T1007642,242,S4,L1,R1,0,No,80,41580
T1007643,266,S1,L1,R4,0,No,55,32277
T1007644,283,S4,L1,R1,0,No,84,40896
T1007645,232,S1,L1,R4,0,No,49,32067
T1007646,286,S4,L2,R4,0,No,106,59379
T1007647,256,S1,L2,R4,0,No,60,42090
T1007648,285,S1,L3,R3,0,No,45,28032
T1007649,298,S4,L1,R1,0,No,133,59715
T1007650,214,S1,L1,R4,0,No,41,28233
T1007651,65,S1,L2,R2,0,No,86,62712
T1007652,208,S3,L1,R1,0,No,65,33249
T1007653,54,S1,L2,R3,0,No,54,38691
T1007654,47,S4,L2,R2,0,No,109,61677
T1007655,231,S4,L2,R3,0,No,99,55188
T1007656,60,S1,L5,R2,0,No,59,31329
T1007657,284,S4,L2,R3,0,No,70,44412
T1007658,27,S1,L3,R3,0,No,48,30888
T1007659,1,S1,L3,R1,0,No,80,44625
T1007660,67,S2,L5,R1,0,No,32,18417
T1007661,287,S1,L4,R1,0,No,64,32247
T1007662,190,S3,L3,R1,0,No,81,42720
T1007663,273,S2,L3,R4,0,No,35,25299
T1007664,210,S1,L5,R1,0,No,49,24882
T1007665,241,S1,L1,R4,0,No,64,43536
T1007666,364,S2,L3,R2,1,No,37,27066
T1007667,292,S1,L1,R1,1,No,42,31824
T1007668,199,S1,L1,R4,1,No,45,35817
T1007669,172,S1,L1,R1,1,No,59,38886
T1007670,310,S2,L5,R1,1,No,35,21280.83
T1007671,93,S1,L1,R4,1,No,44,33893.58
T1007672,52,S1,L1,R3,1,No,52,36788.22
T1007673,142,S2,L1,R3,1,No,35,27024.06
T1007674,104,S1,L1,R2,1,No,50,35146.2
T1007675,211,S4,L2,R1,1,No,83,51381.87
T1007676,53,S3,L1,R2,1,No,62,41469
T1007677,140,S4,L1,R1,1,No,60,38916
T1007678,308,S4,L2,R3,1,No,70,51026.4
T1007679,30,S1,L2,R2,1,No,56,42356.4
T1007680,24,S1,L1,R2,1,No,52,35337.15
T1007681,278,S4,L1,R4,1,No,85,54358.05
T1007682,80,S1,L1,R1,1,No,36,24247.8
T1007683,45,S3,L1,R1,1,No,60,39781.14
T1007684,122,S1,L1,R2,1,No,42,33211.14
T1007685,4,S1,L1,R2,1,No,56,36655.74
T1007686,222,S4,L2,R2,1,No,91,56937
T1007687,33,S4,L2,R4,1,No,73,55632.96
T1007688,69,S1,L1,R4,1,No,53,39965.55
T1007689,32,S1,L1,R2,1,No,49,40150.08
T1007690,18,S4,L1,R1,1,No,88,54516
T1007691,56,S2,L5,R3,1,No,38,25268.76
T1007692,105,S4,L2,R1,1,No,65,46563.84
T1007693,113,S2,L3,R3,1,No,34,27886.53
T1007694,250,S2,L3,R4,1,No,30,23719.41
T1007695,81,S3,L2,R1,1,No,59,48024.9
T1007696,157,S4,L2,R1,1,No,92,56806.2
T1007697,66,S3,L3,R3,1,No,69,41322
T1007698,237,S2,L3,R3,1,No,32,28072.77
T1007699,309,S1,L5,R1,1,No,61,33312
T1007700,121,S1,L1,R4,1,No,48,40550.4
T1007701,170,S1,L1,R2,1,No,37,28259.28
T1007702,152,S2,L1,R1,1,No,40,33969
T1007703,200,S2,L1,R2,1,No,26,23085.81
T1007704,7,S3,L1,R3,1,No,70,48136.62
T1007705,171,S4,L2,R3,1,No,67,47301.12
T1007706,319,S3,L1,R2,1,No,63,44265.6
T1007707,352,S4,L1,R1,1,No,63,39754.65
T1007708,141,S1,L1,R2,1,No,50,39893.76
T1007709,213,S1,L1,R2,1,No,57,40342.68
T1007710,279,S2,L3,R2,1,No,41,31049.7
T1007711,268,S1,L2,R1,1,No,52,40896.9
T1007712,214,S1,L1,R4,1,No,36,28233
T1007713,285,S1,L3,R3,1,No,38,28032
T1007714,251,S2,L3,R1,1,No,28,22221.45
T1007715,173,S4,L2,R1,1,No,96,67626.9
T1007716,277,S1,L3,R1,1,No,46,29017.8
T1007717,321,S3,L1,R2,1,No,65,45420.48
T1007718,330,S4,L2,R1,1,No,69,45433.83
T1007719,102,S4,L2,R1,1,No,80,56182.86
T1007720,155,S3,L1,R2,1,No,62,44546.88
T1007721,58,S1,L1,R1,1,No,45,33877.44
T1007722,252,S3,L2,R1,1,No,64,47088
T1007723,196,S1,L1,R3,1,No,46,38791.17
T1007724,114,S3,L1,R4,1,No,69,49260
T1007725,294,S4,L2,R2,1,No,98,62307.9
T1007726,176,S4,L2,R3,1,No,78,58799.82
T1007727,88,S2,L5,R2,1,No,36,25830
T1007728,340,S4,L2,R3,1,No,62,45760.32
T1007729,306,S1,L3,R2,1,No,40,28245
T1007730,284,S4,L2,R3,1,No,60,43523.76
T1007731,137,S4,L1,R1,1,No,67,42014.58
T1007732,225,S1,L1,R1,1,No,38,27592.62
T1007733,195,S4,L1,R1,1,No,89,51828.48
T1007734,136,S2,L5,R4,1,No,27,21386.4
T1007735,305,S4,L1,R1,1,No,76,47178.6
T1007736,124,S3,L2,R3,1,No,70,53881.56
T1007737,345,S1,L1,R3,1,No,42,35838.75
T1007738,331,S1,L1,R4,1,No,40,29679.09
T1007739,11,S4,L2,R1,1,No,89,59660.82
T1007740,101,S1,L4,R3,1,No,38,25859.4
T1007741,320,S2,L3,R2,1,No,34,24372
T1007742,177,S2,L1,R4,1,No,46,39257.28
T1007743,235,S1,L1,R3,1,No,35,27174.75
T1007744,154,S1,L3,R2,1,No,60,37540.86
T1007745,94,S4,L2,R2,1,No,72,52015.68
T1007746,2,S3,L1,R3,1,No,66,45608.22
T1007747,270,S1,L1,R2,1,No,44,32070.06
T1007748,223,S2,L5,R2,1,No,28,19497
T1007749,70,S1,L1,R3,1,No,43,30409.5
T1007750,62,S2,L5,R1,1,No,30,21685.44
T1007751,260,S1,L1,R4,1,No,49,36212.1
T1007752,283,S4,L1,R1,1,No,70,40078.08
T1007753,153,S4,L2,R1,1,No,127,82540.5
T1007754,210,S1,L5,R1,1,No,41,24384.36
T1007755,329,S4,L2,R3,1,No,69,51828.48
T1007756,236,S1,L1,R3,1,No,49,34686
T1007757,198,S4,L2,R3,1,No,84,58405.05
T1007758,156,S1,L1,R3,1,No,59,43835.85
T1007759,41,S1,L1,R2,1,No,61,44355.78
T1007760,139,S4,L2,R2,1,No,95,67275
T1007761,346,S4,L1,R1,1,No,93,57418.2
T1007762,293,S2,L4,R2,1,No,31,22156.74
T1007763,65,S1,L2,R2,1,No,74,62712
T1007764,243,S4,L2,R2,1,No,80,63286.44
T1007765,269,S1,L4,R1,1,No,49,31469.76
T1007766,174,S1,L1,R4,1,No,47,34352.64
T1007767,35,S1,L1,R2,1,No,56,38775.75
T1007768,212,S4,L2,R3,1,No,87,58399.38
T1007769,197,S2,L5,R1,1,No,40,25057.62
T1007770,138,S1,L1,R1,1,No,45,31006.08
T1007771,175,S4,L2,R1,1,No,148,90725.04
T1007772,123,S4,L2,R3,1,No,63,50136.78
T1007773,307,S1,L5,R2,1,No,40,25081.65
T1007774,115,S4,L2,R1,1,No,104,60956.28
T1007775,84,S1,L1,R3,1,No,55,38039.76
T1007776,103,S1,L3,R3,1,No,46,31395.99
T1007777,224,S1,L2,R2,1,No,51,39396
T1007778,265,S2,L4,R2,1,No,42,30399
T1007779,75,S3,L2,R3,1,No,63,48757.8
T1007780,353,S1,L3,R3,1,No,36,25727.04
T1007781,361,S1,L3,R1,1,No,43,30571.95
T1007782,360,S2,L1,R1,1,No,36,29676.24
T1007783,201,S4,L1,R1,1,No,83,48388.38
T1007784,67,S2,L5,R1,1,No,26,17311.98
T1007785,221,S1,L1,R2,1,No,58,40463.22
T1007786,159,S2,L1,R3,1,No,36,30453.18
T1007787,218,S1,L3,R2,1,No,48,34215.78
T1007788,163,S1,L2,R3,1,No,52,43715.52
T1007789,216,S2,L5,R1,1,No,29,18057.6
T1007790,246,S3,L1,R3,1,No,77,53397
T1007791,240,S3,L2,R3,1,No,67,51061.77
T1007792,1,S1,L3,R1,1,No,68,44178.75
T1007793,78,S1,L1,R4,1,No,37,27493.29
T1007794,325,S3,L1,R2,1,No,51,35926.8
T1007795,315,S4,L2,R1,1,No,101,60957
T1007796,282,S1,L2,R2,1,No,53,46628.7
T1007797,349,S1,L1,R4,1,No,63,44826.18
T1007798,263,S1,L5,R1,1,No,47,28235.76
T1007799,37,S1,L3,R3,1,No,35,25881.96
T1007800,147,S4,L2,R4,1,No,91,56483.28
T1007801,119,S1,L1,R3,1,No,51,36918
T1007802,317,S3,L1,R1,1,No,56,34285.62
T1007803,164,S1,L1,R3,1,No,45,34245
T1007804,90,S1,L1,R3,1,No,58,40503
T1007805,92,S1,L4,R2,1,No,50,30173.22
T1007806,347,S1,L1,R1,1,No,50,36236.16
T1007807,289,S2,L5,R2,1,No,28,18478.08
T1007808,146,S4,L2,R1,1,No,133,79783.11
T1007809,342,S4,L1,R1,1,No,69,40424.7
T1007810,36,S1,L3,R4,1,No,52,33949.2
T1007811,51,S1,L1,R2,1,No,45,33333.12
T1007812,247,S1,L1,R3,1,No,54,40911.69
T1007813,13,S3,L3,R1,1,No,53,32348.22
T1007814,264,S3,L1,R3,1,No,59,42716.16
T1007815,326,S3,L1,R1,1,No,51,34966.08
T1007816,206,S1,L1,R1,1,No,44,31232.52
T1007817,109,S1,L1,R1,1,No,47,34066.05
T1007818,344,S1,L5,R1,1,No,52,29165.76
T1007819,150,S4,L2,R1,1,No,97,60195.96
T1007820,160,S4,L2,R1,1,No,130,77883.54
T1007821,117,S1,L1,R3,1,No,41,31600.8
T1007822,241,S1,L1,R4,1,No,55,43536
T1007823,267,S4,L2,R1,1,No,54,38350.89
T1007824,245,S4,L1,R2,1,No,73,49450.8
T1007825,207,S1,L1,R3,1,No,47,38258.94
T1007826,5,S1,L1,R3,1,No,56,39081.42
T1007827,149,S2,L3,R2,1,No,36,25744.77
T1007828,287,S1,L4,R1,1,No,51,30312.18
T1007829,217,S4,L1,R1,1,No,61,39745.86
T1007830,324,S1,L2,R3,1,No,59,49775.55
T1007831,161,S1,L1,R3,1,No,39,33561.6
T1007832,82,S4,L2,R1,1,No,100,60287.64
T1007833,110,S2,L3,R3,1,No,33,25171.32
T1007834,348,S3,L1,R1,1,No,63,41033.52
T1007835,148,S1,L1,R2,1,No,39,30886.74
T1007836,316,S4,L2,R1,1,No,69,49446
T1007837,281,S1,L4,R1,1,No,60,37402.23
T1007838,39,S4,L1,R1,1,No,81,48571.68
T1007839,79,S2,L5,R4,1,No,31,23430.33
T1007840,14,S3,L2,R4,1,No,63,55874.61
T1007841,111,S1,L1,R2,1,No,48,35660.16
T1007842,323,S1,L4,R1,1,No,47,30044.7
T1007843,165,S1,L1,R2,1,No,54,35865.75
T1007844,57,S4,L1,R1,1,No,69,40165.26
T1007845,343,S1,L1,R2,1,No,48,37496.76
T1007846,162,S4,L1,R2,1,No,76,50083.2
T1007847,118,S2,L1,R4,1,No,42,36943.83
T1007848,64,S3,L1,R2,1,No,59,40003.77
T1007849,288,S3,L2,R3,1,No,67,50296.8
T1007850,208,S3,L1,R1,1,No,54,32251.53
T1007851,31,S1,L5,R2,1,No,43,27485.4
T1007852,328,S1,L3,R1,1,No,46,33025.59
T1007853,280,S4,L2,R2,1,No,99,61051.8
T1007854,151,S1,L3,R2,1,No,47,33017.25
T1007855,21,S3,L2,R4,1,No,54,41434.47
T1007856,312,S4,L2,R1,1,No,141,85299.36
T1007857,9,S1,L1,R1,1,No,36,25887.6
T1007858,203,S2,L4,R2,1,No,36,24373.2
T1007859,363,S1,L1,R2,1,No,51,32307.6
T1007860,168,S2,L3,R3,1,No,34,26311.68
T1007861,144,S1,L3,R3,1,No,58,39488.7
T1007862,322,S2,L3,R4,1,No,33,24289.92
T1007863,107,S1,L3,R3,1,No,50,33899.22
T1007864,327,S4,L1,R3,1,No,73,45461.22
T1007865,351,S1,L4,R3,1,No,40,26585.76
T1007866,202,S4,L2,R2,1,No,68,50141.7
T1007867,215,S3,L2,R1,1,No,56,44349.12
T1007868,47,S4,L2,R2,1,No,92,60443.46
T1007869,220,S2,L4,R3,1,No,43,33139.68
T1007870,40,S1,L1,R4,1,No,51,42007.68
T1007871,291,S1,L3,R1,1,No,46,28269.15
T1007872,63,S1,L1,R2,1,No,65,46620.3
T1007873,169,S1,L2,R4,1,No,55,43232.7
T1007874,238,S1,L1,R2,1,No,42,30537
T1007875,38,S1,L3,R2,1,No,46,35295.12
T1007876,143,S3,L2,R3,1,No,62,53286.72
T1007877,48,S1,L1,R2,1,No,50,39224.79
T1007878,106,S1,L1,R4,1,No,48,34449.12
T1007879,27,S1,L3,R3,1,No,40,29034.72
T1007880,3,S4,L2,R1,1,No,106,61463.64
T1007881,17,S1,L1,R2,1,No,56,34102.26
T1007882,261,S4,L2,R1,1,No,52,35359.98
T1007883,249,S1,L3,R2,1,No,57,36144
T1007884,311,S4,L2,R2,1,No,94,59711.04
T1007885,341,S1,L1,R2,1,No,54,36832.32
T1007886,244,S2,L5,R4,1,No,37,25042.95
T1007887,350,S1,L3,R2,1,No,42,29849.7
T1007888,77,S2,L5,R3,1,No,32,23292
T1007889,59,S1,L3,R1,1,No,35,23237.28
T1007890,22,S1,L1,R4,1,No,53,45781.68
T1007891,314,S1,L1,R2,1,No,59,41172
T1007892,205,S1,L1,R2,1,No,47,34280.4
T1007893,112,S1,L1,R3,1,No,40,27322.95
T1007894,46,S2,L1,R2,1,No,31,25738.35
T1007895,158,S4,L2,R2,1,No,109,63549
T1007896,145,S1,L3,R1,1,No,47,29783.85
T1007897,286,S4,L2,R4,1,No,85,56410.05
T1007898,8,S4,L2,R2,1,No,84,57126
T1007899,219,S4,L2,R1,1,No,122,69322.77
T1007900,209,S1,L1,R1,1,No,37,27671.04
T1007901,116,S2,L3,R3,1,No,35,27478.08
T1007902,166,S1,L1,R2,1,No,39,27593.28
T1007903,239,S3,L1,R3,1,No,70,49389
T1007904,266,S1,L1,R4,1,No,45,31308.69
T1007905,108,S1,L1,R4,1,No,54,41726.49
T1007906,83,S2,L5,R1,1,No,23,18372.42
T1007907,89,S1,L4,R1,1,No,47,30466.5
T1007908,167,S1,L1,R2,1,No,43,29782.5
T1007909,248,S1,L1,R2,1,No,36,27037.95
T1007910,318,S1,L3,R2,1,No,53,35770.35
T1007911,68,S1,L2,R4,1,No,55,44241.12
T1007912,365,S2,L1,R2,1,No,31,22926.6
T1007913,91,S3,L1,R1,1,No,53,36509.76
T1007914,19,S1,L1,R3,1,No,41,36205.98
T1007915,290,S1,L1,R3,1,No,51,37920.54
T1007916,204,S4,L1,R3,1,No,64,40717.98
T1007917,262,S1,L1,R1,1,No,44,34224.54
T1007918,313,S1,L3,R1,1,No,38,24832.92
T1007919,120,S3,L2,R2,1,No,58,48227.76
T1007920,242,S4,L1,R1,1,No,67,40332.6
T1007921,26,S1,L1,R3,1,No,57,43352.64
T1007922,76,S2,L3,R3,1,No,34,27291
T1007923,257,S1,L3,R1,1,No,42,27487.35
T1007924,50,S3,L2,R4,1,No,59,45609
T1007925,227,S4,L2,R1,1,No,64,45552.96
T1007926,6,S4,L1,R1,1,No,73,46507.86
T1007927,356,S3,L3,R1,1,No,69,40466.16
T1007928,332,S2,L5,R1,1,No,30,20991.6
T1007929,86,S1,L1,R4,1,No,43,34259.82
T1007930,338,S4,L2,R1,1,No,85,57671.46
T1007931,135,S1,L1,R4,1,No,47,37355.64
T1007932,335,S1,L1,R3,1,No,49,34180.44
T1007933,184,S1,L2,R2,1,No,46,39028.8
T1007934,87,S4,L2,R3,1,No,79,64461.3
T1007935,25,S1,L3,R1,1,No,57,39996.99
T1007936,125,S4,L2,R1,1,No,72,47019.78
T1007937,180,S1,L3,R2,1,No,40,29241.24
T1007938,10,S4,L2,R3,1,No,73,56856.66
T1007939,85,S4,L2,R1,1,No,87,54827.31
T1007940,296,S1,L1,R1,1,No,53,37537.92
T1007941,34,S1,L3,R1,1,No,49,30106.86
T1007942,131,S4,L2,R1,1,No,114,68466.48
T1007943,273,S2,L3,R4,1,No,29,23781.06
T1007944,189,S2,L3,R3,1,No,31,26406.72
T1007945,354,S4,L2,R1,1,No,104,72171.12
T1007946,301,S1,L3,R2,1,No,50,35688.66
T1007947,359,S2,L3,R2,1,No,37,29169.84
T1007948,179,S1,L1,R2,1,No,52,37570.26
T1007949,128,S1,L2,R2,1,No,49,35892.96
T1007950,96,S3,L1,R3,1,No,72,47298.24
T1007951,339,S4,L2,R1,1,No,91,58811.94
T1007952,232,S1,L1,R4,1,No,42,32067
T1007953,72,S1,L2,R3,1,No,54,44089.92
T1007954,337,S4,L2,R1,1,No,135,79088.94
T1007955,185,S1,L1,R3,1,No,46,35992.65
T1007956,100,S1,L1,R2,1,No,49,35568.66
T1007957,298,S4,L1,R1,1,No,111,58520.7
T1007958,55,S1,L1,R2,1,No,53,36885.6
T1007959,15,S4,L2,R1,1,No,107,66029.04
T1007960,190,S3,L3,R1,1,No,68,41865.6
T1007961,191,S3,L1,R1,1,No,62,36993
T1007962,230,S2,L4,R4,1,No,33,25482
T1007963,302,S1,L4,R2,1,No,49,29994.03
T1007964,97,S4,L1,R1,1,No,79,49397.94
T1007965,98,S2,L5,R2,1,No,30,23647.14
T1007966,71,S2,L5,R1,1,No,26,18379.65
T1007967,181,S3,L1,R3,1,No,65,41394.24
T1007968,334,S3,L2,R2,1,No,53,38049.48
T1007969,333,S1,L1,R3,1,No,39,32132.22
T1007970,254,S4,L1,R1,1,No,69,46860
T1007971,229,S1,L1,R2,1,No,51,33147.81
T1007972,95,S3,L1,R1,1,No,79,45928.68
T1007973,258,S2,L4,R4,1,No,34,27588
T1007974,61,S1,L1,R3,1,No,58,37708.35
T1007975,44,S1,L3,R2,1,No,51,30720.87
T1007976,16,S1,L3,R1,1,No,55,35055
T1007977,126,S4,L2,R2,1,No,104,75395.52
T1007978,133,S1,L1,R4,1,No,53,37202.76
T1007979,193,S2,L3,R4,1,No,31,25542.72
T1007980,355,S2,L4,R2,1,No,35,26832
T1007981,73,S3,L2,R4,1,No,52,41346.84
T1007982,228,S1,L1,R1,1,No,35,24537.24
T1007983,130,S1,L1,R3,1,No,50,35222.4
T1007984,233,S1,L3,R3,1,No,53,38337
T1007985,192,S1,L1,R3,1,No,53,40726.44
T1007986,274,S4,L2,R4,1,No,64,46638.57
T1007987,132,S1,L1,R3,1,No,69,50957.01
T1007988,183,S1,L3,R1,1,No,58,36767.64
T1007989,29,S1,L4,R2,1,No,40,26865
